community_name_join,year,crime_type,crime_count,population_2019,sector,comm_structure,crime_rate_per_1000
mission,2024,Violence  'Other' (Non-domestic),7,4598.0,CENTRE,INNER CITY,1.5224010439321445
monterey park,2018,Assault (Non-domestic),9,10372.0,NORTHEAST,2000s,0.8677207867335133
monterey park,2018,Break & Enter - Commercial,12,10372.0,NORTHEAST,2000s,1.1569610489780178
monterey park,2018,Break & Enter - Dwelling,27,10372.0,NORTHEAST,2000s,2.60316236020054
monterey park,2018,Break & Enter - Other Premises,6,10372.0,NORTHEAST,2000s,0.5784805244890089
monterey park,2018,Commercial Robbery,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2018,Street Robbery,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2018,Theft FROM Vehicle,60,10372.0,NORTHEAST,2000s,5.784805244890089
monterey park,2018,Theft OF Vehicle,49,10372.0,NORTHEAST,2000s,4.724257616660239
monterey park,2018,Violence  'Other' (Non-domestic),3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2019,Assault (Non-domestic),4,10372.0,NORTHEAST,2000s,0.38565368299267255
monterey park,2019,Break & Enter - Commercial,5,10372.0,NORTHEAST,2000s,0.4820671037408407
monterey park,2019,Break & Enter - Dwelling,29,10372.0,NORTHEAST,2000s,2.795989201696876
monterey park,2019,Break & Enter - Other Premises,11,10372.0,NORTHEAST,2000s,1.0605476282298496
monterey park,2019,Commercial Robbery,1,10372.0,NORTHEAST,2000s,0.09641342074816814
monterey park,2019,Street Robbery,2,10372.0,NORTHEAST,2000s,0.19282684149633628
monterey park,2019,Theft FROM Vehicle,66,10372.0,NORTHEAST,2000s,6.363285769379098
monterey park,2019,Theft OF Vehicle,40,10372.0,NORTHEAST,2000s,3.8565368299267258
monterey park,2019,Violence  'Other' (Non-domestic),5,10372.0,NORTHEAST,2000s,0.4820671037408407
monterey park,2020,Assault (Non-domestic),12,10372.0,NORTHEAST,2000s,1.1569610489780178
monterey park,2020,Break & Enter - Commercial,4,10372.0,NORTHEAST,2000s,0.38565368299267255
monterey park,2020,Break & Enter - Dwelling,11,10372.0,NORTHEAST,2000s,1.0605476282298496
monterey park,2020,Break & Enter - Other Premises,13,10372.0,NORTHEAST,2000s,1.253374469726186
monterey park,2020,Street Robbery,2,10372.0,NORTHEAST,2000s,0.19282684149633628
monterey park,2020,Theft FROM Vehicle,56,10372.0,NORTHEAST,2000s,5.399151561897416
monterey park,2020,Theft OF Vehicle,35,10372.0,NORTHEAST,2000s,3.374469726185885
monterey park,2020,Violence  'Other' (Non-domestic),12,10372.0,NORTHEAST,2000s,1.1569610489780178
monterey park,2021,Assault (Non-domestic),14,10372.0,NORTHEAST,2000s,1.349787890474354
monterey park,2021,Break & Enter - Commercial,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2021,Break & Enter - Dwelling,6,10372.0,NORTHEAST,2000s,0.5784805244890089
monterey park,2021,Break & Enter - Other Premises,6,10372.0,NORTHEAST,2000s,0.5784805244890089
monterey park,2021,Commercial Robbery,1,10372.0,NORTHEAST,2000s,0.09641342074816814
monterey park,2021,Street Robbery,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2021,Theft FROM Vehicle,48,10372.0,NORTHEAST,2000s,4.627844195912071
monterey park,2021,Theft OF Vehicle,41,10372.0,NORTHEAST,2000s,3.952950250674894
monterey park,2021,Violence  'Other' (Non-domestic),8,10372.0,NORTHEAST,2000s,0.7713073659853451
monterey park,2022,Assault (Non-domestic),15,10372.0,NORTHEAST,2000s,1.4462013112225223
monterey park,2022,Break & Enter - Commercial,8,10372.0,NORTHEAST,2000s,0.7713073659853451
monterey park,2022,Break & Enter - Dwelling,7,10372.0,NORTHEAST,2000s,0.674893945237177
monterey park,2022,Break & Enter - Other Premises,7,10372.0,NORTHEAST,2000s,0.674893945237177
monterey park,2022,Commercial Robbery,1,10372.0,NORTHEAST,2000s,0.09641342074816814
monterey park,2022,Street Robbery,4,10372.0,NORTHEAST,2000s,0.38565368299267255
monterey park,2022,Theft FROM Vehicle,57,10372.0,NORTHEAST,2000s,5.495564982645584
monterey park,2022,Theft OF Vehicle,34,10372.0,NORTHEAST,2000s,3.2780563054377168
monterey park,2022,Violence  'Other' (Non-domestic),5,10372.0,NORTHEAST,2000s,0.4820671037408407
monterey park,2023,Assault (Non-domestic),15,10372.0,NORTHEAST,2000s,1.4462013112225223
monterey park,2023,Break & Enter - Commercial,10,10372.0,NORTHEAST,2000s,0.9641342074816814
monterey park,2023,Break & Enter - Dwelling,9,10372.0,NORTHEAST,2000s,0.8677207867335133
monterey park,2023,Break & Enter - Other Premises,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2023,Commercial Robbery,2,10372.0,NORTHEAST,2000s,0.19282684149633628
monterey park,2023,Street Robbery,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2023,Theft FROM Vehicle,44,10372.0,NORTHEAST,2000s,4.242190512919398
monterey park,2023,Theft OF Vehicle,19,10372.0,NORTHEAST,2000s,1.8318549942151947
monterey park,2023,Violence  'Other' (Non-domestic),7,10372.0,NORTHEAST,2000s,0.674893945237177
monterey park,2024,Assault (Non-domestic),14,10372.0,NORTHEAST,2000s,1.349787890474354
monterey park,2024,Break & Enter - Commercial,4,10372.0,NORTHEAST,2000s,0.38565368299267255
monterey park,2024,Break & Enter - Dwelling,8,10372.0,NORTHEAST,2000s,0.7713073659853451
monterey park,2024,Break & Enter - Other Premises,1,10372.0,NORTHEAST,2000s,0.09641342074816814
monterey park,2024,Commercial Robbery,3,10372.0,NORTHEAST,2000s,0.28924026224450444
monterey park,2024,Street Robbery,2,10372.0,NORTHEAST,2000s,0.19282684149633628
monterey park,2024,Theft FROM Vehicle,27,10372.0,NORTHEAST,2000s,2.60316236020054
monterey park,2024,Theft OF Vehicle,34,10372.0,NORTHEAST,2000s,3.2780563054377168
monterey park,2024,Violence  'Other' (Non-domestic),12,10372.0,NORTHEAST,2000s,1.1569610489780178
montgomery,2018,Assault (Non-domestic),24,4515.0,NORTHWEST,1950s,5.3156146179401995
montgomery,2018,Break & Enter - Commercial,27,4515.0,NORTHWEST,1950s,5.980066445182724
montgomery,2018,Break & Enter - Dwelling,9,4515.0,NORTHWEST,1950s,1.9933554817275745
montgomery,2018,Break & Enter - Other Premises,21,4515.0,NORTHWEST,1950s,4.651162790697675
montgomery,2018,Commercial Robbery,2,4515.0,NORTHWEST,1950s,0.44296788482835
montgomery,2018,Street Robbery,4,4515.0,NORTHWEST,1950s,0.8859357696567
montgomery,2018,Theft FROM Vehicle,80,4515.0,NORTHWEST,1950s,17.718715393133998
montgomery,2018,Theft OF Vehicle,31,4515.0,NORTHWEST,1950s,6.866002214839424
montgomery,2018,Violence  'Other' (Non-domestic),12,4515.0,NORTHWEST,1950s,2.6578073089700998
montgomery,2019,Assault (Non-domestic),20,4515.0,NORTHWEST,1950s,4.4296788482834994
montgomery,2019,Break & Enter - Commercial,32,4515.0,NORTHWEST,1950s,7.0874861572536
montgomery,2019,Break & Enter - Dwelling,12,4515.0,NORTHWEST,1950s,2.6578073089700998
montgomery,2019,Break & Enter - Other Premises,27,4515.0,NORTHWEST,1950s,5.980066445182724
montgomery,2019,Commercial Robbery,4,4515.0,NORTHWEST,1950s,0.8859357696567
montgomery,2019,Street Robbery,2,4515.0,NORTHWEST,1950s,0.44296788482835
montgomery,2019,Theft FROM Vehicle,87,4515.0,NORTHWEST,1950s,19.269102990033222
montgomery,2019,Theft OF Vehicle,46,4515.0,NORTHWEST,1950s,10.188261351052049
montgomery,2019,Violence  'Other' (Non-domestic),15,4515.0,NORTHWEST,1950s,3.3222591362126246
montgomery,2020,Assault (Non-domestic),22,4515.0,NORTHWEST,1950s,4.872646733111849
montgomery,2020,Break & Enter - Commercial,27,4515.0,NORTHWEST,1950s,5.980066445182724
montgomery,2020,Break & Enter - Dwelling,15,4515.0,NORTHWEST,1950s,3.3222591362126246
montgomery,2020,Break & Enter - Other Premises,58,4515.0,NORTHWEST,1950s,12.846068660022148
montgomery,2020,Commercial Robbery,2,4515.0,NORTHWEST,1950s,0.44296788482835
montgomery,2020,Street Robbery,1,4515.0,NORTHWEST,1950s,0.221483942414175
montgomery,2020,Theft FROM Vehicle,97,4515.0,NORTHWEST,1950s,21.483942414174972
montgomery,2020,Theft OF Vehicle,32,4515.0,NORTHWEST,1950s,7.0874861572536
montgomery,2020,Violence  'Other' (Non-domestic),13,4515.0,NORTHWEST,1950s,2.8792912513842746
montgomery,2021,Assault (Non-domestic),24,4515.0,NORTHWEST,1950s,5.3156146179401995
montgomery,2021,Break & Enter - Commercial,13,4515.0,NORTHWEST,1950s,2.8792912513842746
montgomery,2021,Break & Enter - Dwelling,13,4515.0,NORTHWEST,1950s,2.8792912513842746
montgomery,2021,Break & Enter - Other Premises,28,4515.0,NORTHWEST,1950s,6.2015503875969
montgomery,2021,Commercial Robbery,2,4515.0,NORTHWEST,1950s,0.44296788482835
montgomery,2021,Street Robbery,5,4515.0,NORTHWEST,1950s,1.1074197120708749
montgomery,2021,Theft FROM Vehicle,112,4515.0,NORTHWEST,1950s,24.8062015503876
montgomery,2021,Theft OF Vehicle,25,4515.0,NORTHWEST,1950s,5.537098560354375
montgomery,2021,Violence  'Other' (Non-domestic),17,4515.0,NORTHWEST,1950s,3.7652270210409746
montgomery,2022,Assault (Non-domestic),29,4515.0,NORTHWEST,1950s,6.423034330011074
montgomery,2022,Break & Enter - Commercial,25,4515.0,NORTHWEST,1950s,5.537098560354375
montgomery,2022,Break & Enter - Dwelling,5,4515.0,NORTHWEST,1950s,1.1074197120708749
montgomery,2022,Break & Enter - Other Premises,32,4515.0,NORTHWEST,1950s,7.0874861572536
montgomery,2022,Commercial Robbery,2,4515.0,NORTHWEST,1950s,0.44296788482835
montgomery,2022,Theft FROM Vehicle,137,4515.0,NORTHWEST,1950s,30.34330011074197
montgomery,2022,Theft OF Vehicle,28,4515.0,NORTHWEST,1950s,6.2015503875969
montgomery,2022,Violence  'Other' (Non-domestic),9,4515.0,NORTHWEST,1950s,1.9933554817275745
montgomery,2023,Assault (Non-domestic),15,4515.0,NORTHWEST,1950s,3.3222591362126246
montgomery,2023,Break & Enter - Commercial,23,4515.0,NORTHWEST,1950s,5.094130675526024
montgomery,2023,Break & Enter - Dwelling,14,4515.0,NORTHWEST,1950s,3.10077519379845
montgomery,2023,Break & Enter - Other Premises,20,4515.0,NORTHWEST,1950s,4.4296788482834994
montgomery,2023,Commercial Robbery,4,4515.0,NORTHWEST,1950s,0.8859357696567
montgomery,2023,Street Robbery,3,4515.0,NORTHWEST,1950s,0.6644518272425249
montgomery,2023,Theft FROM Vehicle,76,4515.0,NORTHWEST,1950s,16.832779623477297
montgomery,2023,Theft OF Vehicle,28,4515.0,NORTHWEST,1950s,6.2015503875969
montgomery,2023,Violence  'Other' (Non-domestic),7,4515.0,NORTHWEST,1950s,1.550387596899225
montgomery,2024,Assault (Non-domestic),27,4515.0,NORTHWEST,1950s,5.980066445182724
montgomery,2024,Break & Enter - Commercial,16,4515.0,NORTHWEST,1950s,3.5437430786268
montgomery,2024,Break & Enter - Dwelling,9,4515.0,NORTHWEST,1950s,1.9933554817275745
montgomery,2024,Break & Enter - Other Premises,15,4515.0,NORTHWEST,1950s,3.3222591362126246
montgomery,2024,Commercial Robbery,5,4515.0,NORTHWEST,1950s,1.1074197120708749
montgomery,2024,Street Robbery,2,4515.0,NORTHWEST,1950s,0.44296788482835
montgomery,2024,Theft FROM Vehicle,48,4515.0,NORTHWEST,1950s,10.631229235880399
montgomery,2024,Theft OF Vehicle,20,4515.0,NORTHWEST,1950s,4.4296788482834994
montgomery,2024,Violence  'Other' (Non-domestic),11,4515.0,NORTHWEST,1950s,2.4363233665559245
mount pleasant,2018,Assault (Non-domestic),8,5889.0,CENTRE,INNER CITY,1.358464934623875
mount pleasant,2018,Break & Enter - Commercial,24,5889.0,CENTRE,INNER CITY,4.0753948038716254
mount pleasant,2018,Break & Enter - Dwelling,15,5889.0,CENTRE,INNER CITY,2.547121752419766
mount pleasant,2018,Break & Enter - Other Premises,47,5889.0,CENTRE,INNER CITY,7.9809814909152665
mount pleasant,2018,Commercial Robbery,2,5889.0,CENTRE,INNER CITY,0.33961623365596877
mount pleasant,2018,Street Robbery,4,5889.0,CENTRE,INNER CITY,0.6792324673119375
mount pleasant,2018,Theft FROM Vehicle,100,5889.0,CENTRE,INNER CITY,16.98081168279844
mount pleasant,2018,Theft OF Vehicle,56,5889.0,CENTRE,INNER CITY,9.509254542367126
mount pleasant,2018,Violence  'Other' (Non-domestic),7,5889.0,CENTRE,INNER CITY,1.1886568177958907
mount pleasant,2019,Assault (Non-domestic),10,5889.0,CENTRE,INNER CITY,1.6980811682798438
mount pleasant,2019,Break & Enter - Commercial,40,5889.0,CENTRE,INNER CITY,6.792324673119375
mount pleasant,2019,Break & Enter - Dwelling,11,5889.0,CENTRE,INNER CITY,1.8678892851078281
mount pleasant,2019,Break & Enter - Other Premises,72,5889.0,CENTRE,INNER CITY,12.226184411614875
mount pleasant,2019,Commercial Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2019,Street Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2019,Theft FROM Vehicle,135,5889.0,CENTRE,INNER CITY,22.92409577177789
mount pleasant,2019,Theft OF Vehicle,36,5889.0,CENTRE,INNER CITY,6.113092205807438
mount pleasant,2019,Violence  'Other' (Non-domestic),11,5889.0,CENTRE,INNER CITY,1.8678892851078281
mount pleasant,2020,Assault (Non-domestic),15,5889.0,CENTRE,INNER CITY,2.547121752419766
mount pleasant,2020,Break & Enter - Commercial,31,5889.0,CENTRE,INNER CITY,5.264051621667516
mount pleasant,2020,Break & Enter - Dwelling,6,5889.0,CENTRE,INNER CITY,1.0188487009679064
mount pleasant,2020,Break & Enter - Other Premises,63,5889.0,CENTRE,INNER CITY,10.697911360163017
mount pleasant,2020,Commercial Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2020,Street Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2020,Theft FROM Vehicle,92,5889.0,CENTRE,INNER CITY,15.622346748174563
mount pleasant,2020,Theft OF Vehicle,31,5889.0,CENTRE,INNER CITY,5.264051621667516
mount pleasant,2020,Violence  'Other' (Non-domestic),16,5889.0,CENTRE,INNER CITY,2.71692986924775
mount pleasant,2021,Assault (Non-domestic),12,5889.0,CENTRE,INNER CITY,2.0376974019358127
mount pleasant,2021,Break & Enter - Commercial,22,5889.0,CENTRE,INNER CITY,3.7357785702156563
mount pleasant,2021,Break & Enter - Dwelling,10,5889.0,CENTRE,INNER CITY,1.6980811682798438
mount pleasant,2021,Break & Enter - Other Premises,37,5889.0,CENTRE,INNER CITY,6.282900322635422
mount pleasant,2021,Commercial Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2021,Street Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2021,Theft FROM Vehicle,75,5889.0,CENTRE,INNER CITY,12.73560876209883
mount pleasant,2021,Theft OF Vehicle,22,5889.0,CENTRE,INNER CITY,3.7357785702156563
mount pleasant,2021,Violence  'Other' (Non-domestic),9,5889.0,CENTRE,INNER CITY,1.5282730514518594
mount pleasant,2022,Assault (Non-domestic),17,5889.0,CENTRE,INNER CITY,2.8867379860757345
mount pleasant,2022,Break & Enter - Commercial,42,5889.0,CENTRE,INNER CITY,7.131940906775344
mount pleasant,2022,Break & Enter - Dwelling,6,5889.0,CENTRE,INNER CITY,1.0188487009679064
mount pleasant,2022,Break & Enter - Other Premises,38,5889.0,CENTRE,INNER CITY,6.452708439463406
mount pleasant,2022,Street Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2022,Theft FROM Vehicle,105,5889.0,CENTRE,INNER CITY,17.82985226693836
mount pleasant,2022,Theft OF Vehicle,48,5889.0,CENTRE,INNER CITY,8.150789607743251
mount pleasant,2022,Violence  'Other' (Non-domestic),10,5889.0,CENTRE,INNER CITY,1.6980811682798438
mount pleasant,2023,Assault (Non-domestic),12,5889.0,CENTRE,INNER CITY,2.0376974019358127
mount pleasant,2023,Break & Enter - Commercial,17,5889.0,CENTRE,INNER CITY,2.8867379860757345
mount pleasant,2023,Break & Enter - Dwelling,10,5889.0,CENTRE,INNER CITY,1.6980811682798438
mount pleasant,2023,Break & Enter - Other Premises,28,5889.0,CENTRE,INNER CITY,4.754627271183563
mount pleasant,2023,Commercial Robbery,3,5889.0,CENTRE,INNER CITY,0.5094243504839532
mount pleasant,2023,Street Robbery,2,5889.0,CENTRE,INNER CITY,0.33961623365596877
mount pleasant,2023,Theft FROM Vehicle,63,5889.0,CENTRE,INNER CITY,10.697911360163017
mount pleasant,2023,Theft OF Vehicle,21,5889.0,CENTRE,INNER CITY,3.565970453387672
mount pleasant,2023,Violence  'Other' (Non-domestic),12,5889.0,CENTRE,INNER CITY,2.0376974019358127
mount pleasant,2024,Assault (Non-domestic),14,5889.0,CENTRE,INNER CITY,2.3773136355917814
mount pleasant,2024,Break & Enter - Commercial,16,5889.0,CENTRE,INNER CITY,2.71692986924775
mount pleasant,2024,Break & Enter - Dwelling,3,5889.0,CENTRE,INNER CITY,0.5094243504839532
mount pleasant,2024,Break & Enter - Other Premises,20,5889.0,CENTRE,INNER CITY,3.3961623365596876
mount pleasant,2024,Commercial Robbery,1,5889.0,CENTRE,INNER CITY,0.16980811682798438
mount pleasant,2024,Street Robbery,3,5889.0,CENTRE,INNER CITY,0.5094243504839532
mount pleasant,2024,Theft FROM Vehicle,26,5889.0,CENTRE,INNER CITY,4.415011037527594
mount pleasant,2024,Theft OF Vehicle,15,5889.0,CENTRE,INNER CITY,2.547121752419766
mount pleasant,2024,Violence  'Other' (Non-domestic),4,5889.0,CENTRE,INNER CITY,0.6792324673119375
new brighton,2018,Assault (Non-domestic),4,13103.0,SOUTHEAST,BUILDING OUT,0.3052736014653133
new brighton,2018,Break & Enter - Commercial,7,13103.0,SOUTHEAST,BUILDING OUT,0.5342288025642982
new brighton,2018,Break & Enter - Dwelling,35,13103.0,SOUTHEAST,BUILDING OUT,2.671144012821491
new brighton,2018,Break & Enter - Other Premises,3,13103.0,SOUTHEAST,BUILDING OUT,0.22895520109898496
new brighton,2018,Theft FROM Vehicle,46,13103.0,SOUTHEAST,BUILDING OUT,3.510646416851103
new brighton,2018,Theft OF Vehicle,20,13103.0,SOUTHEAST,BUILDING OUT,1.5263680073265664
new brighton,2018,Violence  'Other' (Non-domestic),11,13103.0,SOUTHEAST,BUILDING OUT,0.8395024040296115
new brighton,2019,Assault (Non-domestic),7,13103.0,SOUTHEAST,BUILDING OUT,0.5342288025642982
new brighton,2019,Break & Enter - Commercial,6,13103.0,SOUTHEAST,BUILDING OUT,0.4579104021979699
new brighton,2019,Break & Enter - Dwelling,29,13103.0,SOUTHEAST,BUILDING OUT,2.2132336106235213
new brighton,2019,Commercial Robbery,2,13103.0,SOUTHEAST,BUILDING OUT,0.15263680073265665
new brighton,2019,Street Robbery,3,13103.0,SOUTHEAST,BUILDING OUT,0.22895520109898496
new brighton,2019,Theft FROM Vehicle,52,13103.0,SOUTHEAST,BUILDING OUT,3.968556819049072
new brighton,2019,Theft OF Vehicle,26,13103.0,SOUTHEAST,BUILDING OUT,1.984278409524536
new brighton,2019,Violence  'Other' (Non-domestic),12,13103.0,SOUTHEAST,BUILDING OUT,0.9158208043959398
new brighton,2020,Assault (Non-domestic),7,13103.0,SOUTHEAST,BUILDING OUT,0.5342288025642982
new brighton,2020,Break & Enter - Commercial,3,13103.0,SOUTHEAST,BUILDING OUT,0.22895520109898496
new brighton,2020,Break & Enter - Dwelling,16,13103.0,SOUTHEAST,BUILDING OUT,1.2210944058612532
new brighton,2020,Break & Enter - Other Premises,1,13103.0,SOUTHEAST,BUILDING OUT,0.07631840036632832
new brighton,2020,Street Robbery,2,13103.0,SOUTHEAST,BUILDING OUT,0.15263680073265665
new brighton,2020,Theft FROM Vehicle,40,13103.0,SOUTHEAST,BUILDING OUT,3.052736014653133
new brighton,2020,Theft OF Vehicle,19,13103.0,SOUTHEAST,BUILDING OUT,1.450049606960238
new brighton,2020,Violence  'Other' (Non-domestic),13,13103.0,SOUTHEAST,BUILDING OUT,0.992139204762268
new brighton,2021,Assault (Non-domestic),8,13103.0,SOUTHEAST,BUILDING OUT,0.6105472029306266
new brighton,2021,Break & Enter - Commercial,3,13103.0,SOUTHEAST,BUILDING OUT,0.22895520109898496
new brighton,2021,Break & Enter - Dwelling,18,13103.0,SOUTHEAST,BUILDING OUT,1.3737312065939098
new brighton,2021,Theft FROM Vehicle,27,13103.0,SOUTHEAST,BUILDING OUT,2.0605968098908645
new brighton,2021,Theft OF Vehicle,12,13103.0,SOUTHEAST,BUILDING OUT,0.9158208043959398
new brighton,2021,Violence  'Other' (Non-domestic),8,13103.0,SOUTHEAST,BUILDING OUT,0.6105472029306266
new brighton,2022,Assault (Non-domestic),9,13103.0,SOUTHEAST,BUILDING OUT,0.6868656032969549
new brighton,2022,Break & Enter - Commercial,2,13103.0,SOUTHEAST,BUILDING OUT,0.15263680073265665
new brighton,2022,Break & Enter - Dwelling,12,13103.0,SOUTHEAST,BUILDING OUT,0.9158208043959398
new brighton,2022,Break & Enter - Other Premises,6,13103.0,SOUTHEAST,BUILDING OUT,0.4579104021979699
new brighton,2022,Theft FROM Vehicle,33,13103.0,SOUTHEAST,BUILDING OUT,2.5185072120888345
new brighton,2022,Theft OF Vehicle,17,13103.0,SOUTHEAST,BUILDING OUT,1.2974128062275814
new brighton,2022,Violence  'Other' (Non-domestic),13,13103.0,SOUTHEAST,BUILDING OUT,0.992139204762268
new brighton,2023,Assault (Non-domestic),13,13103.0,SOUTHEAST,BUILDING OUT,0.992139204762268
new brighton,2023,Break & Enter - Dwelling,12,13103.0,SOUTHEAST,BUILDING OUT,0.9158208043959398
new brighton,2023,Break & Enter - Other Premises,1,13103.0,SOUTHEAST,BUILDING OUT,0.07631840036632832
new brighton,2023,Street Robbery,1,13103.0,SOUTHEAST,BUILDING OUT,0.07631840036632832
new brighton,2023,Theft FROM Vehicle,28,13103.0,SOUTHEAST,BUILDING OUT,2.1369152102571927
new brighton,2023,Theft OF Vehicle,20,13103.0,SOUTHEAST,BUILDING OUT,1.5263680073265664
new brighton,2023,Violence  'Other' (Non-domestic),11,13103.0,SOUTHEAST,BUILDING OUT,0.8395024040296115
new brighton,2024,Assault (Non-domestic),5,13103.0,SOUTHEAST,BUILDING OUT,0.3815920018316416
